"Country or Area","Year","Value","Value Footnotes","Value Footnotes" 
"Montenegro","2004","8050","",""
"Montenegro","2003","7530","",""
"Montenegro","2002","7170","",""
"Montenegro","2001","6870","",""
"Montenegro","2000","6620","",""
"Morocco","2011","4910","",""
"Morocco","2010","4580","",""
"Morocco","2009","4400","",""
"Morocco","2008","4240","",""
"Morocco","2007","3990","",""
"Morocco","2006","3810","",""
"Morocco","2005","3460","",""
"Morocco","2004","3280","",""
"Morocco","2003","3060","",""
"Morocco","2002","2850","",""
"Morocco","2001","2740","",""
"Morocco","2000","2520","",""
"Morocco","1999","2460","",""
"Morocco","1998","2440","",""
"Morocco","1997","2250","",""
"Morocco","1996","2280","",""
"Morocco","1995","2020","",""
"Morocco","1994","2150","",""
"Morocco","1993","1930","",""
"Morocco","1992","1950","",""
"Morocco","1991","2020","",""
"Morocco","1990","1870","",""
"Morocco","1989","1720","",""
"Morocco","1988","1680","",""
"Morocco","1987","1500","",""
"Morocco","1986","1530","",""
"Morocco","1985","1410","",""
"Morocco","1984","1330","",""
"Morocco","1983","1270","",""
"Morocco","1982","1280","",""
"Morocco","1981","1120","",""
"Morocco","1980","1090","",""
"Mozambique","2011","980","",""
"Mozambique","2010","900","",""
"Mozambique","2009","840","",""
"Mozambique","2008","770","",""
"Mozambique","2007","720","",""
"Mozambique","2006","650","",""
"Mozambique","2005","630","",""
"Mozambique","2004","570","",""
"Mozambique","2003","540","",""
"Mozambique","2002","510","",""
"Mozambique","2001","460","",""
"Mozambique","2000","420","",""
"Mozambique","1999","420","",""
"Mozambique","1998","390","",""
"Mozambique","1997","360","",""
"Mozambique","1996","330","",""
"Mozambique","1995","300","",""
"Mozambique","1994","290","",""
"Mozambique","1993","280","",""
"Mozambique","1992","260","",""
"Mozambique","1991","290","",""
"Mozambique","1990","270","",""
"Mozambique","1989","250","",""
"Mozambique","1988","240","",""
"Mozambique","1987","210","",""
"Mozambique","1986","180","",""
"Mozambique","1985","190","",""
"Mozambique","1984","180","",""
"Mozambique","1983","190","",""
"Mozambique","1982","220","",""
"Mozambique","1981","230","",""
"Mozambique","1980","210","",""
"Namibia","2011","6600","",""
"Namibia","2010","6270","",""
"Namibia","2009","6100","",""
"Namibia","2008","6080","",""
"Namibia","2007","5890","",""
"Namibia","2006","5610","",""
"Namibia","2005","5120","",""
"Namibia","2004","5070","",""
"Namibia","2003","4610","",""
"Namibia","2002","4260","",""
"Namibia","2001","4030","",""
"Namibia","2000","4020","",""
"Namibia","1999","3840","",""
"Namibia","1998","3870","",""
"Namibia","1997","3780","",""
"Namibia","1996","3670","",""
"Namibia","1995","3690","",""
"Namibia","1994","3460","",""
"Namibia","1993","3270","",""
"Namibia","1992","3320","",""
"Namibia","1991","3230","",""
"Namibia","1990","2930","",""
"Namibia","1989","2650","",""
"Namibia","1988","2440","",""
"Namibia","1987","2630","",""
"Namibia","1986","2290","",""
"Namibia","1985","2100","",""
"Namibia","1984","2440","",""
"Namibia","1983","2490","",""
"Namibia","1982","2400","",""
"Namibia","1981","2380","",""
"Namibia","1980","1970","",""
"Nepal","2011","1260","",""
"Nepal","2010","1210","",""
"Nepal","2009","1160","",""
"Nepal","2008","1120","",""
"Nepal","2007","1050","",""
"Nepal","2006","1010","",""
"Nepal","2005","960","",""
"Nepal","2004","910","",""
"Nepal","2003","860","",""
"Nepal","2002","830","",""
"Nepal","2001","840","",""
"Nepal","2000","800","",""
"Nepal","1999","760","",""
"Nepal","1998","730","",""
"Nepal","1997","720","",""
"Nepal","1996","690","",""
"Nepal","1995","660","",""
"Nepal","1994","640","",""
"Nepal","1993","590","",""
"Nepal","1992","570","",""
"Nepal","1991","550","",""
"Nepal","1990","510","",""
"Nepal","1989","480","",""
"Nepal","1988","460","",""
"Nepal","1987","420","",""
"Nepal","1986","410","",""
"Nepal","1985","390","",""
"Nepal","1984","370","",""
"Nepal","1983","330","",""
"Nepal","1982","340","",""
"Nepal","1981","310","",""
"Nepal","1980","270","",""
"Netherlands","2011","43260","",""
"Netherlands","2010","41830","",""
"Netherlands","2009","40050","",""
"Netherlands","2008","42000","",""
"Netherlands","2007","41400","",""
"Netherlands","2006","39100","",""
"Netherlands","2005","35270","",""
"Netherlands","2004","34070","",""
"Netherlands","2003","32060","",""
"Netherlands","2002","32230","",""
"Netherlands","2001","31010","",""
"Netherlands","2000","30040","",""
"Netherlands","1999","27220","",""
"Netherlands","1998","25220","",""
"Netherlands","1997","24430","",""
"Netherlands","1996","22860","",""
"Netherlands","1995","21890","",""
"Netherlands","1994","20740","",""
"Netherlands","1993","19710","",""
"Netherlands","1992","19050","",""
"Netherlands","1991","18510","",""
"Netherlands","1990","17510","",""
"Netherlands","1989","16530","",""
"Netherlands","1988","15310","",""
"Netherlands","1987","14460","",""
"Netherlands","1986","13710","",""
"Netherlands","1985","13100","",""
"Netherlands","1984","12610","",""
"Netherlands","1983","11800","",""
"Netherlands","1982","11110","",""
"Netherlands","1981","10650","",""
"Netherlands","1980","9960","",""
"New Zealand","2010","28970","",""
"New Zealand","2009","28280","",""
"New Zealand","2008","27090","",""
"New Zealand","2007","26550","",""
"New Zealand","2006","25240","",""
"New Zealand","2005","23650","",""
"New Zealand","2004","23180","",""
"New Zealand","2003","22400","",""
"New Zealand","2002","21740","",""
"New Zealand","2001","20970","",""
"New Zealand","2000","19870","",""
"New Zealand","1999","18990","",""
"New Zealand","1998","18070","",""
"New Zealand","1997","17590","",""
"New Zealand","1996","16790","",""
"New Zealand","1995","16520","",""
"New Zealand","1994","15730","",""
"New Zealand","1993","14680","",""
"New Zealand","1992","13930","",""
"New Zealand","1991","13460","",""
"New Zealand","1990","14170","",""
"New Zealand","1989","13740","",""
"New Zealand","1988","13230","",""
"New Zealand","1987","12530","",""
"New Zealand","1986","12270","",""
"New Zealand","1985","11650","",""
"New Zealand","1984","11350","",""
"New Zealand","1983","10660","",""
"New Zealand","1982","10230","",""
"New Zealand","1981","9380","",""
"New Zealand","1980","8340","",""
"Nicaragua","2011","2840","",""
"Nicaragua","2010","2660","",""
"Nicaragua","2009","2550","",""
"Nicaragua","2008","2640","",""
"Nicaragua","2007","2550","",""
"Nicaragua","2006","2420","",""
"Nicaragua","2005","2260","",""
"Nicaragua","2004","2100","",""
"Nicaragua","2003","1950","",""
"Nicaragua","2002","1890","",""
"Nicaragua","2001","1850","",""
"Nicaragua","2000","1800","",""
"Nicaragua","1999","1720","",""
"Nicaragua","1998","1610","",""
"Nicaragua","1997","1510","",""
"Nicaragua","1996","1430","",""
"Nicaragua","1995","1320","",""
"Nicaragua","1994","1180","",""
"Nicaragua","1993","1030","",""
"Nicaragua","1992","990","",""
"Nicaragua","1991","1070","",""
